date,Distance_km_Vehicle_0,Distance_km_Vehicle_1,Distance_km_Vehicle_10,Distance_km_Vehicle_11,Distance_km_Vehicle_12,Distance_km_Vehicle_13,Distance_km_Vehicle_14,Distance_km_Vehicle_15,Distance_km_Vehicle_16,Distance_km_Vehicle_17,Distance_km_Vehicle_18,Distance_km_Vehicle_19,Distance_km_Vehicle_2,Distance_km_Vehicle_20,Distance_km_Vehicle_21,Distance_km_Vehicle_22,Distance_km_Vehicle_23,Distance_km_Vehicle_24,Distance_km_Vehicle_25,Distance_km_Vehicle_26,Distance_km_Vehicle_27,Distance_km_Vehicle_28,Distance_km_Vehicle_29,Distance_km_Vehicle_3,Distance_km_Vehicle_30,Distance_km_Vehicle_31,Distance_km_Vehicle_32,Distance_km_Vehicle_33,Distance_km_Vehicle_34,Distance_km_Vehicle_35,Distance_km_Vehicle_36,Distance_km_Vehicle_37,Distance_km_Vehicle_38,Distance_km_Vehicle_39,Distance_km_Vehicle_4,Distance_km_Vehicle_40,Distance_km_Vehicle_41,Distance_km_Vehicle_42,Distance_km_Vehicle_43,Distance_km_Vehicle_44,Distance_km_Vehicle_45,Distance_km_Vehicle_46,Distance_km_Vehicle_47,Distance_km_Vehicle_48,Distance_km_Vehicle_49,Distance_km_Vehicle_5,Distance_km_Vehicle_6,Distance_km_Vehicle_7,Distance_km_Vehicle_8,Distance_km_Vehicle_9
2026-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 07:00:00,0.0,0.0,9.374535691263848,0.0,0.0,0.0,0.0,0.0,8.633214156691931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.181540000965686,0.0,0.0,0.0,0.0,0.0,9.708285499227339,0.0,0.0,0.0,10.188936750151015,0.0,0.0,0.0,9.63906134198416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-01 08:00:00,0.0,11.40536094634649,9.374535691263848,11.00894907343594,9.737304049056034,10.347078551235208,0.0,0.0,8.633214156691931,11.728189447312495,10.152878905042408,9.66717225010379,0.0,0.0,0.0,0.0,0.0,8.181540000965686,13.682804895536314,11.476993714566532,7.811388155473171,13.468925289922334,9.111004526620109,9.708285499227339,0.0,13.485217508618534,12.14228510614907,10.188936750151015,11.259436247673932,0.0,0.0,9.63906134198416,0.0,12.40050318537725,0.0,0.0,0.0,11.020769566080816,10.233802475407774,0.0,11.620413814706984,11.757287714544733,0.0,0.0,0.0,0.0,10.995206963991112,0.0,12.295505567438212,0.0
2026-01-01 09:00:00,13.287948636848407,11.40536094634649,9.374535691263848,11.00894907343594,9.737304049056034,10.347078551235208,9.62046960520718,12.57968016146655,8.633214156691931,11.728189447312495,10.152878905042408,9.66717225010379,10.21509460386173,11.214012421469302,13.621166429615956,11.643117482595644,10.783139787571185,8.181540000965686,13.682804895536314,11.476993714566532,7.811388155473171,13.468925289922334,9.111004526620109,9.708285499227339,10.029085264836,13.485217508618534,12.14228510614907,10.188936750151015,11.259436247673932,11.577707520211778,9.532647365424937,9.63906134198416,11.873646763813992,12.40050318537725,12.111091770055664,11.470232725585934,0.0,11.020769566080816,10.233802475407774,10.11474871443113,11.620413814706984,11.757287714544733,12.147687624873715,0.0,11.758799982174796,12.009419623419175,10.995206963991112,0.0,12.295505567438212,11.602423671706903
2026-01-01 10:00:00,13.287948636848407,11.40536094634649,9.374535691263848,11.00894907343594,9.737304049056034,10.347078551235208,9.62046960520718,12.57968016146655,8.633214156691931,11.728189447312495,10.152878905042408,9.66717225010379,10.21509460386173,11.214012421469302,13.621166429615956,11.643117482595644,10.783139787571185,8.181540000965686,13.682804895536314,11.476993714566532,7.811388155473171,13.468925289922334,9.111004526620109,9.708285499227339,10.029085264836,13.485217508618534,12.14228510614907,10.188936750151015,11.259436247673932,11.577707520211778,9.532647365424937,9.63906134198416,11.873646763813992,12.40050318537725,12.111091770055664,11.470232725585934,14.377446761455255,11.020769566080816,10.233802475407774,10.11474871443113,11.620413814706984,11.757287714544733,12.147687624873715,11.45611440434874,11.758799982174796,12.009419623419175,10.995206963991112,11.797003501484376,12.295505567438212,11.602423671706903
